token,tag
Виктор,B-PER
Зубков,I-PER
и,O
о,O
Дмитрий,B-PER
Медведев,I-PER
Михаил,B-PER
Мишустин,I-PER
с,O
Андрей,B-PER
Белоусов,I-PER
и,O
о,O
Предшественник,O
Дмитрий,B-PER
Медведев,I-PER
и,O
о,O
декабря,O
мая,O
мая,O
мая,O
Глава,O
правительства,O
Михаил,B-PER
Касьянов,I-PER
Виктор,B-PER
Христенко,I-PER
и,O
о,O
Михаил,B-PER
Фрадков,I-PER
Виктор,B-PER
Зубков,I-PER
Предшественник,O
Борис,B-PER
Ельцин,I-PER
Преемник,O
Дмитрий,B-PER
Медведев,I-PER
Председатель,O
Государственного,B-ORG
совета,I-ORG
России,B-LOC
с,O
мая,O
Предшественник,O
Дмитрий,B-PER
Медведев,I-PER
ноября,O
мая,O
Предшественник,O
должность,O
учреждена,O
Преемник,O
Дмитрий,B-PER
Медведев,I-PER
Председатель,O
правительства,O
Российской,B-LOC
Федерации,I-LOC
мая,O
мая,O
Президент,O
Дмитрий,B-PER
Медведев,I-PER
Предшественник,O
Виктор,B-PER
Зубков,I-PER
Преемник,O
Виктор,B-PER
Зубков,I-PER
и,O
о,O
Дмитрий,B-PER
Медведев,I-PER
и,O
о,O
августа,O
августа,O
мая,O
Президент,O
Борис,B-PER
Ельцинон,I-PER
сам,O
и,O
о,O
Предшественник,O
Сергей,B-PER
Степашин,I-PER
Преемник,I-PER
Михаил,B-PER
Касьянов,I-PER
Председатель,O
Совета,B-ORG
Министров,I-ORG
Союзного,B-LOC
государства,I-LOC
мая,O
июля,O
Предшественник,O
Виктор,B-PER
Зубков,I-PER
Преемник,O
Дмитрий,B-PER
Медведев,I-PER
Председатель,O
партии,O
Единая,B-ORG
Россия,I-ORG
мая,O
мая,O
Предшественник,O
Борис,B-PER
Грызлов,I-PER
Преемник,O
Дмитрий,B-PER
Медведев,I-PER
Председатель,O
Совета,B-ORG
глав,I-ORG
государств,I-ORG
СНГ,B-ORG
января,O
декабря,O
Предшественник,O
Садыр,O
Жапаров,O
Преемник,O
Эмомали,B-PER
Рахмон,I-PER
января,O
декабря,O
Предшественник,O
Алмазбек,B-PER
Атамбаев,I-PER
Преемник,I-PER
Эмомали,B-PER
Рахмон,I-PER
сентября,O
мая,O
Предшественник,O
Леонид,B-PER
Кучма,I-PER
Преемник,O
Нурсултан,B-PER
Назарбаев,I-PER
января,O
января,O
Предшественник,O
Борис,B-PER
Ельцин,I-PER
Преемник,O
Леонид,B-PER
Кучма,I-PER
Секретарь,O
Совета,B-ORG
Безопасности,I-ORG
России,B-LOC
марта,O
августа,O
Президент,O
Борис,B-PER
Ельцин,I-PER
Предшественник,O
Николай,B-PER
Бордюжа,I-PER
Преемник,I-PER
Сергей,B-PER
Иванов,I-PER
Директор,O
ФСБ,B-ORG
России,B-LOC
июля,O
августа,O
Президент,O
Борис,B-PER
Ельцин,I-PER
Предшественник,O
Николай,B-PER
Ковалёв,I-PER
Преемник,I-PER
Николай,B-PER
Патрушев,I-PER
Рождение,O
октября,O
СССР,B-LOC
Род,O
Путины,O
Отец,O
Владимир,B-PER
Спиридонович,I-PER
Путин,I-PER
Мать,O
Мария,B-PER
Ивановна,I-PER
Путина,I-PER
Супруга,O
Людмила,B-PER
Путина,I-PER
Шкребнева,B-PER
Дети,O
Мария,B-PER
Владимировна,I-PER
Воронцова,I-PER
Владимировна,B-PER
Тихонова,I-PER
Партия,B-ORG
КПСС,I-ORG
Россия,B-LOC
председатель,O
при,O
этом,O
не,O
член,O
партии,O
Образование,O
Рег,O
ЕГРОКН,O
В,O
сентябре,O
года,O
Путин,B-PER
стал,O
самым,O
долго,O
правящим,O
российским,O
лидером,O
после,O
Иосифа,B-PER
К,O
централизация,O
руководства,O
обороной,O
страны,O
была,O
достигнута,O
на,O
всём,O
В,O
ведении,O
Путина,B-PER
находились,O
регистрационная,O
палата,O
а,O
также,O
управления,O
мэрии,O
юстиции,O
по,O
связям,O
с,O
общественностью,O
административных,O
органов,O
гостиниц,O
В,O
году,O
была,O
предпринята,O
военная,O
операция,O
России,B-LOC
в,O
Сирии,B-LOC
В,O
годах,O
было,O
принято,O
решение,O
восстановить,O
утраченные,O
стены,O
и,O
башни,O
Главным,O
качеством,O
для,O
номенклатурного,O
работника,O
были,O
безграничная,O
лояльность,O
лично,O
Сталину,B-PER
и,O
способность,O
беспрекословно,O
выполнять,O
указания,O
а,O
не,O
моральная,O
марта,O
года,O
Путин,B-PER
был,O
назначен,O
секретарём,O
Совета,B-ORG
Безопасности,I-ORG
Российской,B-LOC
Федерации,I-LOC
сохранив,O
за,O
собой,O
пост,O
директора,O
Союзные,O
республики,O
считались,O
суверенными,O
На,O
должности,O
директора,O
ФСБ,B-ORG
Путину,B-PER
было,O
присвоено,O
воинское,O
звание,O
В,O
середине,O
года,O
полностью,O
квалифицирован,O
первый,O
в,O
мире,O
электроракетный,O
двигатель,O
на,O
вольт,O
разработанный,O
ИЦ,B-ORG
В,O
мае,O
года,O
Сбер,B-ORG
продал,O
свои,O
активы,O
Okko,B-ORG
ЦРТ,B-ORG
Эвотор,B-ORG
Звук,B-ORG
и,O
в,O
рамках,O
актуализации,O
стратегии,O
Миллионы,O
граждан,O
перенесли,O
дистрофию,O
и,O
другие,O
тяжелейшие,O
В,O
конце,O
мая,O
года,O
Сбербанк,B-ORG
неожиданно,O
объявил,O
о,O
продаже,O
пяти,O
крупных,O
сервисов,O
из,O
своей,O
экосистемы,O
онлайн,O
кинотеатр,O
Okko,B-ORG
стриминг,O
Сбер,O
На,O
этом,O
посту,O
Путин,B-PER
организовал,O
и,O
возглавил,O
операцию,O
против,O
Краснознамённый,B-ORG
институт,I-ORG
КГБ,B-ORG
СССР,B-LOC
Учёная,O
степень,O
кандидат,O
экономических,O
наук,O
Профессия,O
юрист,O
разведчик,O
чиновник,O
политик,O
Деятельность,O
президентство,O
госслужба,O
спецслужба,O
Отношение,O
к,O
религии,O
Автограф,O
Награды,O
СССР,B-LOC
и,O
Российской,B-LOC
Федерации,I-LOC
конфессиональные,O
награды,O
спортивные,O
звания,O
Других,O
государств,O
наградное,O
оружие,O
Сайт,O
Военная,B-ORG
служба,I-ORG
Годы,I-ORG
службы,O
Принадлежность,O
СССР,B-LOC
Россия,B-LOC
Род,O
войск,O
КГБ,B-ORG
ФСБ,B-ORG
ВС,B-ORG
России,B-LOC
Звание,O
полковник,O
чин,O
действительный,O
государственный,O
советник,O
Российской,B-LOC
Федерации,I-LOC
класса,O
Командовал,O
Верховный,O
главнокомандующий,O
Вооружёнными,B-ORG
силами,I-ORG
Российской,B-PER
декабря,O
мая,O
мая,O
Сражения,O
Вторая,O
чеченская,O
войнаВойна,O
в,O
ГрузииРоссийско,B-ORG
украинская,I-ORG
войнаВоенная,O
операция,O
в,O
СирииОперация,O
ОДКБ,B-ORG
в,O
КазахстанеВторжение,B-LOC
России,I-LOC
на,O
Украину,B-LOC
Место,O
работы,O
Администрация,O
президента,O
делами,O
Президента,O
Российской,B-LOC
ФедерацииПервое,I-LOC
главное,O
управление,O
КГБ,B-ORG
СССРКГБ,B-ORG
Медиафайлы,O
на,O
Викискладе,B-LOC
Произведения,O
в,O
Викитеке,B-LOC
род,O
октября,O
Ленинград,B-LOC
СССР,B-LOC
российский,O
государственный,O
и,O
политический,O
деятель,O
Протяжённость,O
Советского,B-LOC
Союза,I-LOC
составляла,O
более,O
км,O
с,O
востока,O
на,O
запад,B-LOC
через,O
часовых,O
поясов,O
и,O
почти,O
км,O
с,O
севера,O
на,O
Объект,O
БД,O
Викигида,O
Псковский,B-LOC
Кромтакже,I-LOC
Псковский,B-LOC
кремль,I-LOC
В,O
дереве,O
X,O
век,O
В,O
камне,O
XIII,O
век,O
Сохранилось,O
все,O
башен,O
июня,O
года,O
осуществлен,O
запуск,O
разработанного,O
ЦСКБ,B-ORG
Прогресс,I-ORG
космического,O
аппарата,O
Ресурс,B-ORG
П,I-ORG
положивший,O
начало,O
создания,O
комплекса,O
для,O
высокодетального,O
детального,O
широкозахватного,O
и,O
гиперспектрального,O
оптико,O
электронного,O
наблюдения,O
поверхности,O
Земли,B-LOC
Ресурс,B-ORG
Преобразования,O
федеративных,O
отношений,O
между,O
советскими,O
республиками,O
начались,O
весной,O
В,O
Историко,B-ORG
географическом,I-ORG
описании,I-ORG
Северной,B-LOC
и,O
Восточной,B-LOC
частей,I-LOC
Европы,B-LOC
и,O
Азии,B-LOC
Филипп,B-PER
Иоганн,I-PER
фон,I-PER
Страленберг,I-PER
пишет,O
что,O
это,O
тюркское,O
слово,O
и,O
обозначает,O
крепость,O
оно,O
не,O
связано,O
со,O
словом,O
кремень,O
Основной,O
Закон,O
зафиксировал,O
за,O
Союзом,B-PER
важные,O
функции,O
позволяющие,O
обеспечивать,O
государственность,O
стране,O
Своими,O
заместителями,O
Путин,B-PER
назначил,O
генералов,O
Николая,B-PER
Патрушева,I-PER
Виктора,B-PER
Черкесова,I-PER
и,O
Сергея,B-PER
Иванова,I-PER
с,O
которыми,O
был,O
знаком,O
по,O
работе,O
в,O
КГБ,B-ORG
и,O
в,O
Санкт,B-LOC
Петербурге,I-LOC
вернувшись,O
к,O
уровню,O
кануна,O
коллективизации,O
при,O
значительно,O
меньшей,O
доле,O
работников,O
занятых,O
в,O
сельскохозяйственном,O
производстве,O
и,O
усилении,O
роли,O
государства,O
в,O
производстве,O
и,O
распределении,O
Для,O
выполнения,O
целей,O
космической,O
программы,O
возникла,O
необходимость,O
внебюджетных,O
источников,O
финансирования,O
которыми,O
стали,O
контракты,O
на,O
предоставление,O
услуг,O
и,O
продажа,O
технологий,O
другим,O
странам,O
и,O
организациям,O
От,O
крепости,O
сохранилось,O
из,O
башен,O
декабря,O
года,O
декабря,O
года,O
в,O
связи,O
с,O
досрочным,O
уходом,O
Ельцина,B-PER
в,O
отставку,O
Путин,B-PER
приступил,O
к,O
исполнению,O
обязанностей,O
сентября,O
года,O
было,O
объявлено,O
о,O
ребрендинге,O
Сбербанка,B-ORG
Производители,O
ракетных,O
двигателей,O
НПО,B-ORG
Энергомаш,I-ORG
Глушко,I-ORG
Химки,I-ORG
КБХМ,B-ORG
Исаева,I-ORG
Калининград,B-LOC
КБХА,B-ORG
Воронеж,B-LOC
Протон,O
ПМ,O
Пермь,B-LOC
ВМЗ,B-ORG
Воронеж,B-LOC
ПО,O
Полёт,O
Омск,B-LOC
СНТК,B-ORG
Кузнецова,I-ORG
Самара,B-LOC
ОКБ,B-ORG
Факел,I-ORG
Калининград,B-LOC
В,O
камне,O
У,O
Кремля,B-LOC
было,O
башен,O
и,O
одни,O
ворота,O
Строительство,O
кремлей,O
продолжалось,O
до,O
рубежа,O
XVII,O
XVIII,O
веков,O
Подобным,O
образом,O
во,O
время,O
похода,O
на,O
Казань,B-LOC
весной,O
года,O
построен,O
город,O
Свияжск,B-LOC
крепостные,O
стены,O
около,O
километра,O
длиной,O
множество,O
церквей,O
и,O
домов,O
были,O
возведены,O
всего,O
за,O
месяц,O
По,O
мнению,O
писателя,O
Роя,B-PER
Медведева,I-PER
привлекая,O
к,O
работе,O
Путина,B-PER
Бородин,B-PER
учёл,O
его,O
опыт,O
в,O
международных,O
деловых,O
К,O
XXI,O
веку,O
обе,O
башни,O
и,O
два,O
прясла,O
стен,O
были,O
утрачены,O
Для,O
обеспечения,O
высоких,O
темпов,O
индустриализации,O
проводилась,O
повсеместная,O
коллективизация,O
сельского,O
хозяйства,O
обеспечивающая,O
канал,O
перекачки,O
финансовых,O
материальных,O
и,O
трудовых,O
ресурсов,O
из,O
аграрного,O
сектора,O
в,O
индустриальный,O
и,O
сопровождавшаяся,O
раскулачиванием,O
уничтожением,O
зажиточного,O
крестьянства,O
Численность,O
вооружённых,O
сил,O
СССР,B-LOC
в,O
сократилась,O
в,O
раз,O
и,O
составила,O
чуть,O
более,O
полумиллиона,O
Башня,O
Красные,O
ворота,O
разобрана,O
в,O
конце,O
XVIII,O
века,O
восстановлена,O
в,O
середине,O
XX,O
века,O
Также,O
сохранились,O
многие,O
внутренние,O
постройки,O
кремля,B-LOC
Доля,O
физических,O
лиц,O
в,O
уставном,O
капитале,O
банка,O
составляет,O
около,O
а,O
доля,O
иностранных,O
инвесторов,O
более,O
Также,O
сохранились,O
многие,O
внутренние,O
постройки,O
кремля,B-LOC
Согласно,O
показателям,O
количества,O
участвовавших,O
в,O
войне,O
против,O
СССР,B-LOC
подразделений,O
вермахта,O
и,O
понесённым,O
ими,O
потерям,O
Великая,O
Отечественная,O
война,O
является,O
главной,O
частью,O
Второй,O
мировой,O
войны,O
на,O
Восточном,B-LOC
фронте,I-LOC
сражалось,O
около,O
всех,O
подразделений,O
немецкие,O
потери,O
на,O
советско,O
германском,O
фронте,O
составили,O
около,O
всех,O
безвозвратных,O
боевых,O
потерь,O
вермахт,O
и,O
его,O
союзники,O
лишились,O
всех,O
боеспособных,O
частей,O
были,O
разгромлены,O
в,O
HGЯO,B-ORG
Японские,O
войска,O
были,O
разгромлены,O
в,O
Маньчжурии,B-LOC
Красная,B-LOC
Армия,I-LOC
заняла,O
также,O
южный,O
Сахалин,B-LOC
и,O
Курильские,B-LOC
острова,I-LOC
В,O
конце,O
года,O
они,O
были,O
преобразованы,O
в,O
Государственные,O
трудовые,O
сберегательные,O
кассы,O
СССР,B-LOC
СПУТНИКС,B-ORG
компания,O
специализирующаяся,O
на,O
создании,O
кубсатов,O
их,O
макетов,O
для,O
образовательных,O
целей,O
а,O
также,O
оборудования,O
к,O
ним,O
сформирована,O
в,O
января,O
года,O
Сбербанк,B-ORG
обогнал,O
по,O
объёму,O
рыночной,O
капитализации,O
Роснефть,B-ORG
став,O
в,O
моменте,O
лидером,O
российского,O
фондового,O
Анна,B-PER
Смирнова,I-PER
посетила,O
Санкт,B-LOC
Петербург,I-LOC
и,O
Сбербанк,B-ORG
Вскоре,O
Путин,B-PER
был,O
приглашён,O
на,O
работу,O
в,O
Москву,B-LOC
на,O
должность,O
заместителя,O
Павла,B-PER
Бородина,I-PER
управляющего,O
делами,O
президента,O
декабря,O
года,O
РСФСР,B-LOC
Украинская,B-LOC
ССР,I-LOC
Белорусская,B-LOC
ССР,I-LOC
и,O
Закавказская,B-ORG
СФСР,I-ORG
объединились,O
в,O
одно,O
государство,O
Союз,B-LOC
ССР,I-LOC
с,O
едиными,O
федеральными,O
органами,O
политической,O
власти,O
со,O
столицей,O
в,O
Москве,B-LOC
с,O
сохранением,O
де,O
юре,O
за,O
каждой,O
союзной,O
республикой,O
государственного,O
суверенитета,O
и,O
права,O
свободного,O
выхода,O
из,O
июня,O
года,O
Германия,B-LOC
при,O
поддержке,O
союзников,O
напала,O
на,O
СССР,B-LOC
Азмерит,B-ORG
компания,O
специализирующаяся,O
на,O
производстве,O
малогабаритных,O
звездных,O
датчиков,O
для,O
и,O
микроспутников,O
основанная,O
в,O
Центр,O
частной,O
космонавтики,O
на,O
авиакосмическом,O
салоне,O
было,O
объявлено,O
о,O
создании,O
центра,O
частной,O
космонавтики,O
в,O
городе,O
Самара,B-LOC
и,O
Самарской,B-LOC
области,I-LOC
развитие,O
данного,O
направления,O
курирует,O
государственный,O
регулятор,O
ГК,B-ORG
Космонавтика,O
России,B-LOC
является,O
продолжением,O
советской,O
космонавтики,O
После,O
года,O
работал,O
по,O
линии,O
контрразведки,O
в,O
следственном,O
отделе,O
Управления,B-ORG
КГБ,B-ORG
СССР,B-LOC
по,O
Ленинграду,B-LOC
и,O
Ленинградской,B-LOC
области,I-LOC
Фрегат,O
универсальный,O
для,O
использования,O
в,O
составе,O
разнотипных,O
ракет,O
носителей,O
среднего,O
и,O
тяжёлого,O
классов,O
К,O
компетенции,O
центральных,O
органов,O
СССР,B-LOC
были,O
отнесены,O
вопросы,O
связанные,O
с,O
межреспубликанскими,O
Тульский,O
кремль,O
уникален,O
тем,O
что,O
построен,O
в,O
низине,O
что,O
было,O
возможно,O
по,O
причине,O
неразвитости,O
осадной,O
артиллерии,O
у,O
кочевников,O
татар,O
В,O
августе,O
года,O
он,O
приобрёл,O
Такая,O
ракета,O
должна,O
появиться,O
после,O
По,O
словам,O
Юмашева,B-PER
именно,O
Чубайс,B-PER
и,O
предложил,O
ему,O
взять,O
в,O
администрацию,O
Владимира,B-PER
Путина,I-PER
сильного,O
кандидата,O
с,O
которым,O
он,O
работал,O
в,O
Последствия,O
всех,O
этих,O
событий,O
привели,O
к,O
распаду,O
СССР,B-LOC
Причины,O
распада,O
Деревянные,O
крепости,O
возводились,O
довольно,O
быстро,O
в,O
году,O
в,O
Мценске,B-LOC
крепостные,O
стены,O
Большого,B-ORG
острога,I-ORG
и,O
Плетёного,B-LOC
города,I-LOC
общей,O
протяжённостью,O
около,O
километров,O
с,O
башнями,O
и,O
почти,O
стометровый,O
мост,O
через,O
реку,O
Зушу,B-LOC
возвели,O
всего,O
за,O
дней,O
января,O
года,O
осуществлен,O
запуск,O
разработанного,O
НПО,B-ORG
Лавочкина,I-ORG
космического,O
аппарата,O
Электро,O
Л,O
положивший,O
начало,O
создания,O
геостационарной,O
гидрометеорологической,O
системы,O
Электро,O
апреля,O
года,O
Сбербанк,B-ORG
России,B-LOC
попал,O
под,O
полные,O
блокирующие,O
санкции,O
США,B-LOC
После,O
пребывания,O
во,O
главе,O
Федеральной,B-ORG
службы,I-ORG
безопасности,I-ORG
РФ,B-LOC
и,O
на,O
посту,O
секретаря,O
Совета,B-ORG
Безопасности,I-ORG
в,O
августе,O
года,O
возглавил,O
правительство,O
июля,O
года,O
успешно,O
стартовала,O
ракета,O
космического,O
назначения,O
с,O
российской,O
астрофизической,O
обсерваторией,O
Спектр,B-ORG
Р,I-ORG
созданной,O
НПО,B-ORG
Лавочкина,I-ORG
в,O
рамках,O
международного,O
проекта,O
Радиоастрон,B-ORG
координатор,O
которого,O
АКЦ,B-ORG
Дочерние,O
банки,O
Сбербанка,B-ORG
работают,O
в,O
Казахстане,B-LOC
и,O
Кремль,B-LOC
признан,O
объектом,O
всемирного,O
наследия,O
ЮНЕСКО,B-ORG
июня,O
года,O
состоялся,O
успешный,O
запуск,O
ракеты,O
носителя,O
Протон,O
К,O
с,O
созданным,O
ГКНПЦ,B-ORG
Хруничева,I-ORG
разгонным,O
блоком,O
Бриз,O
М,O
позволяющим,O
увеличить,O
массу,O
полезной,O
нагрузки,O
выводимой,O
на,O
геостационарную,O
орбиту,O
до,O
тонн,O
а,O
на,O
геопереходную,O
орбиту,O
свыше,O
После,O
поступил,O
в,O
среднюю,O
школу,O
спецшкола,O
с,O
химическим,O
уклоном,O
на,O
базе,O
Технологического,B-ORG
института,I-ORG
которую,O
он,O
окончил,O
в,O
году,O
ракета,O
носитель,O
среднего,O
класса,O
в,O
разработке,O
Соответствующую,O
дискуссию,O
можно,O
найти,O
на,O
странице,O
обсуждения,O
Всего,O
лишь,O
одна,O
каменная,O
башня,O
Дмитровская,B-LOC
была,O
и,O
в,O
возведённом,O
в,O
году,O
Нижегородском,B-ORG
кремле,I-ORG
остальные,O
фрагменты,O
которого,O
были,O
деревянными,O
С,O
по,O
год,O
резиденция,O
царя,O
Ивана,B-PER
Грозного,I-PER
фактически,O
столица,O
государства,O
В,O
рамках,O
лётных,O
испытаний,O
впервые,O
была,O
запущена,O
ракета,O
носитель,O
Петр,B-PER
Иванов,I-PER
работает,O
в,O
Яндексе,B-LOC
в,O
Москве,B-LOC
В,O
тот,O
же,O
день,O
в,O
своём,O
телеобращении,O
Ельцин,B-PER
назвал,O
Путина,B-PER
своим,O
По,O
итогам,O
войны,O
от,O
Финляндии,B-LOC
к,O
СССР,B-LOC
отошли,O
Карельский,B-ORG
перешеек,I-ORG
Приладожье,B-PER
Салла,B-PER
с,O
Куолаярви,B-PER
и,O
западная,O
часть,O
Рыбачьего,B-LOC
полуострова,I-LOC
Собственники,O
и,O
править,O
код,O
Владельцем,O
плюс,O
акция,O
ПАО,B-ORG
Сбербанк,I-ORG
является,O
Фонд,B-ORG
национального,I-ORG
благосостояния,I-ORG
России,B-LOC
контролирующийся,O
Правительством,O
июля,O
года,O
состоялся,O
успешный,O
запуск,O
ракеты,O
носителя,O
Протон,O
М,O
с,O
блоком,O
и,O
космической,O
астрофизической,O
обсерваторией,O
Спектр,B-ORG
РГ,I-ORG
созданной,O
НПО,B-ORG
Лавочкина,I-ORG
и,O
оснащённой,O
двумя,O
рентгеновскими,O
телескопами,O
российским,O
ART,B-ORG
XC,I-ORG
и,O
германским,O
и,O
кром,O
от,O
кромленое,O
место,O
детинец,O
внутреняя,O
крепостца,O
крепость,O
внутри,O
города,O
стена,O
с,O
бойницами,O
воротами,O
башнями,O
ограждающая,O
важнейшую,O
часть,O
города,O
дворец,O
казну,O
и,O
Путин,B-PER
публично,O
ответил,O
на,O
него,O
в,O
негативном,O
У,O
крепости,O
сохранились,O
все,O
каменных,O
башен,O
и,O
все,O
стены,O
Конституцией,O
был,O
определён,O
суверенитет,O
каждой,O
союзной,O
республики,O
В,O
рекламных,O
материалах,O
Сбербанка,B-ORG
с,O
начала,O
годов,O
дату,O
называют,O
днём,O
рождения,O
а,O
Николая,B-PER
Кристофари,I-PER
банк,O
считает,O
своим,O
первым,O
клиентом,O
и,O
держателем,O
первой,O
сберкнижки,O
его,O
памятник,O
стоит,O
у,O
головного,O
офиса,O
Сбербанка,B-ORG
в,O
Москве,B-LOC
и,O
Санкт,B-LOC
Нередко,O
новые,O
кремли,O
имеют,O
в,O
плане,O
правильную,O
геометрическую,O
форму,O
Зарайский,B-LOC
Тульский,O
кремли,O
В,O
начале,O
июня,O
года,O
на,O
территориях,O
подконтрольных,O
России,B-LOC
ДНР,B-LOC
и,O
ЛНР,B-LOC
появились,O
первые,O
банкоматы,O
Сбербанка,B-ORG
Для,O
определения,O
совместной,O
политики,O
в,O
области,O
космоса,O
декабря,O
представители,O
из,O
государств,O
образовавшихся,O
на,O
месте,O
СССР,B-LOC
собрались,O
в,O
Минске,B-LOC
и,O
создали,O
Межгосударственный,B-ORG
совет,I-ORG
по,I-ORG
который,O
обладал,O
потенциалом,O
для,O
создания,O
космического,O
агентства,O
СНГ,B-ORG
и,O
должен,O
был,O
определить,O
совместную,O
политику,O
в,O
области,O
космоса,O
февраля,O
Сбер,B-ORG
также,O
покинул,O
исполнительный,O
вице,O
президент,O
Давид,B-PER
Рафаловский,I-PER
который,O
курировал,O
блок,O
Технологии,O
Предполагаемое,O
строительство,O
собственного,O
космодрома,O
не,O
состоялось,O
В,O
течение,O
года,O
Сбербанк,B-ORG
сделал,O
ряд,O
следующих,O
приобретений,O
на,O
этих,O
территориях,O
Кремль,B-LOC
входит,O
в,O
предварительный,O
список,O
объектов,O
кандидатов,O
всемирного,O
наследия,O
ЮНЕСКО,B-ORG
Был,O
крещён,O
в,O
Спасо,B-LOC
Преображенском,I-LOC
не,O
указан,O
дней,O
Также,O
первоначальное,O
название,O
древне,O
русского,O
кремля,B-LOC
Каменный,B-LOC
Объект,O
культурного,O
наследия,O
народов,O
РФ,B-LOC
Объект,O
культурного,O
наследия,O
народов,O
РФ,B-LOC
федерального,O
значения,O
В,O
числе,O
других,O
ленинградских,O
спортсменов,O
принимал,O
участие,O
в,O
съёмках,O
на,O
Ленфильме,B-ORG
в,O
качестве,O
каскадёра,O
снимался,O
в,O
военной,O
драме,O
Ижорский,O
батальон,O
и,O
эпопее,O
Впервые,O
был,O
избран,O
президентом,O
в,O
марте,O
года,O
а,O
затем,O
переизбирался,O
в,O
году,O
После,O
вторжения,O
на,O
Украину,B-LOC
с,O
февраля,O
года,O
по,O
настоящее,O
править,O
код,O
февраля,O
года,O
в,O
связи,O
со,O
вторжением,O
России,B-LOC
на,O
Украину,B-LOC
Сбербанк,B-ORG
России,B-LOC
попал,O
под,O
санкции,O
США,B-LOC
в,O
связи,O
с,O
которыми,O
в,O
течение,O
дней,O
американские,O
финансовые,O
институты,O
должны,O
были,O
закрыть,O
его,O
корреспондентские,O
счета,O
и,O
перестать,O
совершать,O
любые,O
транзакции,O
с,O
его,O
В,O
году,O
осуществлён,O
первый,O
пуск,O
ракеты,O
носителя,O
семейства,O
Союз,O
ФГ,O
Сберегательный,B-ORG
банк,I-ORG
СССР,B-LOC
при,O
этом,O
продолжал,O
существовать,O
и,O
был,O
ликвидирован,O
лишь,O
января,O
года,O
За,O
в,O
Закон,O
о,O
космической,O
деятельности,O
был,O
внесён,O
ряд,O
поправок,O
заметно,O
упростивших,O
работу,O
частных,O
стартапов,O
Протон,O
Союз,B-ORG
июля,O
года,O
состоялся,O
первый,O
пуск,O
ракеты,O
носителя,O
семейства,O
Протон,O
Рег,O
ЕГРОКН,O
августа,O
года,O
космический,O
корабль,O
Союз,O
запущенный,O
в,O
рамках,O
испытаний,O
совместной,O
работы,O
его,O
систем,O
и,O
ракеты,O
носителя,O
доставил,O
на,O
борт,O
МКС,B-ORG
первого,O
российского,O
антропоморфного,O
робота,O
Фёдор,O
Председатели,O
правления,O
Сбербанка,B-ORG
править,O
код,O
Павел,B-PER
Иванович,I-PER
Жихарев,I-PER
март,O
март,O
Олег,B-PER
Владимирович,I-PER
Яшин,I-PER
март,O
январь,O
Андрей,B-PER
Ильич,I-PER
Казьмин,I-PER
январь,O
ноябрь,O
Герман,B-PER
Оскарович,I-PER
Греф,I-PER
с,O
ноября,O
года,O
по,O
настоящее,O
время,O
декабря,O
года,O
тремя,O
государствами,O
учредителями,O
Союза,B-LOC
были,O
подписаны,O
Соглашения,O
о,O
прекращении,O
существования,O
СССР,B-LOC
и,O
создании,O
декабря,O
года,O
состоялся,O
первый,O
пуск,O
лёгкой,O
ракеты,O
носителя,O
Стрела,O
разработанной,O
НПО,B-ORG
Машиностроения,I-ORG
на,O
базе,O
выводимой,O
из,O
эксплуатации,O
МБР,O
SR,O
Space,O
испытательный,O
запуск,O
декабря,O
года,O
ракеты,O
NEBO,O
на,O
высоту,O
компания,O
намерена,O
построить,O
к,O
году,O
первый,O
частный,O
космопорт,O
Европа,B-ORG
на,O
территории,O
Республики,B-LOC
Именно,O
на,O
Восточном,B-LOC
фронте,I-LOC
Второй,O
мировой,O
войны,O
происходили,O
самые,O
крупные,O
сухопутные,O
и,O
воздушные,O
сражения,O
в,O
мировой,O
истории,O
Крепостей,O
было,O
немало,O
так,O
в,O
домонгольской,O
Руси,B-LOC
насчитывалось,O
около,O
больших,O
и,O
малых,O
городов,O
от,O
многих,O
из,O
них,O
сейчас,O
остались,O
только,O
круговые,O
земляные,O
валы,O
на,O
которых,O
в,O
древности,O
и,O
располагались,O
крепостные,O
стены,O
характерный,O
пример,O
Рюриково,B-LOC
городище,O
старый,O
центр,O
Новгорода,B-LOC
Однако,O
после,O
запуска,O
спутников,O
сотрудничество,O
прекратилось,O
ввиду,O
опасений,O
Роскосмоса,B-ORG
о,O
недружественном,O
применении,O
спутников,O
против,O
Переход,O
права,O
собственности,O
на,O
Сбербанк,B-ORG
от,O
Банка,B-ORG
России,I-ORG
к,O
Минфину,B-ORG
РФ,B-LOC
сопровождался,O
заключением,O
сделки,O
в,O
трлн,O
млрд,O
Предполагается,O
что,O
Dexia,B-ORG
распродающая,O
свои,O
активы,O
в,O
связи,O
с,O
убытками,O
понесёнными,O
в,O
Греции,B-LOC
уступит,O
контроль,O
в,O
Denizbank,B-ORG
за,O
млрд,O
долларов,O
собственного,O
капитала,O
В,O
статьях,O
и,O
конституции,O
определены,O
права,O
Советского,B-PER
мая,O
года,O
завершена,O
отработка,O
новейшего,O
ракетного,O
двигателя,O
разработанного,O
НПО,B-ORG
Энергомаш,I-ORG
Глушко,I-ORG
являющегося,O
мировым,O
рекордсменом,O
по,O
возможности,O
глубокого,O
дросселирования,O
Сделка,O
составила,O
трлн,O
рублей,O
за,O
счёт,O
средств,O
Фонда,B-ORG
